,EventId,Type,Severity,Weather_Start_Time(UTC),EndTime(UTC),TimeZone,AirportCode,City,State,ID,Accident_Severity,Accident_Start_Time,Accident_End_Time,Description
553,W-6276124,Snow,Light,2020-12-02 00:46:00,2020-12-02 01:53:00,US/Mountain,KBVR,Lander,WY,,,,,
554,W-6276125,Snow,Moderate,2020-12-02 01:53:00,2020-12-02 02:10:00,US/Mountain,KBVR,Lander,WY,,,,,
555,W-6276126,Snow,Light,2020-12-02 02:10:00,2020-12-02 02:22:00,US/Mountain,KBVR,Lander,WY,,,,,
556,W-6276127,Snow,Moderate,2020-12-02 02:22:00,2020-12-02 03:10:00,US/Mountain,KBVR,Lander,WY,,,,,
557,W-6276128,Snow,Light,2020-12-02 03:10:00,2020-12-02 03:51:00,US/Mountain,KBVR,Lander,WY,,,,,
558,W-6276129,Snow,Moderate,2020-12-02 03:51:00,2020-12-02 05:42:00,US/Mountain,KBVR,Lander,WY,,,,,
559,W-6276130,Snow,Light,2020-12-02 05:42:00,2020-12-02 05:53:00,US/Mountain,KBVR,Lander,WY,,,,,
560,W-6276131,Snow,Moderate,2020-12-02 05:53:00,2020-12-02 06:01:00,US/Mountain,KBVR,Lander,WY,,,,,
561,W-6276132,Snow,Light,2020-12-02 06:01:00,2020-12-02 06:51:00,US/Mountain,KBVR,Lander,WY,,,,,
562,W-6276133,Snow,Moderate,2020-12-02 06:51:00,2020-12-02 07:03:00,US/Mountain,KBVR,Lander,WY,,,,,
563,W-6276134,Snow,Light,2020-12-02 07:03:00,2020-12-02 08:53:00,US/Mountain,KBVR,Lander,WY,,,,,
564,W-6276135,Cold,Severe,2020-12-09 17:53:00,2020-12-09 18:53:00,US/Mountain,KBVR,Lander,WY,,,,,
565,W-6276136,Snow,Light,2020-12-10 22:53:00,2020-12-11 00:34:00,US/Mountain,KBVR,Lander,WY,,,,,
566,W-6276137,Snow,Light,2020-12-11 01:37:00,2020-12-11 18:53:00,US/Mountain,KBVR,Lander,WY,,,,,
567,W-6276138,Snow,Light,2020-12-11 21:28:00,2020-12-11 21:53:00,US/Mountain,KBVR,Lander,WY,,,,,
568,W-6276139,Snow,Light,2020-12-11 22:53:00,2020-12-12 00:35:00,US/Mountain,KBVR,Lander,WY,,,,,
569,W-6276140,Fog,Severe,2020-12-12 07:00:00,2020-12-12 07:35:00,US/Mountain,KBVR,Lander,WY,,,,,
570,W-6276141,Snow,Light,2020-12-12 19:07:00,2020-12-12 19:34:00,US/Mountain,KBVR,Lander,WY,,,,,
571,W-6276142,Snow,Light,2020-12-12 19:48:00,2020-12-12 20:30:00,US/Mountain,KBVR,Lander,WY,,,,,
572,W-6276143,Snow,Light,2020-12-13 01:53:00,2020-12-13 02:51:00,US/Mountain,KBVR,Lander,WY,,,,,
573,W-6276144,Snow,Light,2020-12-14 17:30:00,2020-12-15 01:53:00,US/Mountain,KBVR,Lander,WY,,,,,
574,W-6276145,Snow,Moderate,2020-12-15 01:53:00,2020-12-15 03:19:00,US/Mountain,KBVR,Lander,WY,,,,,
575,W-6276146,Snow,Light,2020-12-15 03:19:00,2020-12-15 05:53:00,US/Mountain,KBVR,Lander,WY,,,,,
576,W-6276147,Snow,Light,2020-12-23 04:24:00,2020-12-23 05:53:00,US/Mountain,KBVR,Lander,WY,,,,,
577,W-6276148,Snow,Light,2020-12-23 10:53:00,2020-12-23 11:26:00,US/Mountain,KBVR,Lander,WY,,,,,
